,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1.0.sample type,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_laboratory,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
GSM5010176,NK-1004,GSM5010176,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259708,NONE,GSE164457,0
GSM5010177,NK-1014,GSM5010177,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259707,NONE,GSE164457,0
GSM5010178,NK-1019,GSM5010178,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259706,NONE,GSE164457,0
GSM5010179,NK-1022,GSM5010179,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259705,NONE,GSE164457,0
GSM5010180,NK-1031,GSM5010180,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17260641,NONE,GSE164457,0
GSM5010181,NK-1045,GSM5010181,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17260640,NONE,GSE164457,0
GSM5010182,NK-1046,GSM5010182,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17260639,NONE,GSE164457,0
GSM5010183,NK-1051,GSM5010183,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17260684,NONE,GSE164457,0
GSM5010184,NK-1054,GSM5010184,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17260683,NONE,GSE164457,0
GSM5010185,NK-1056,GSM5010185,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17260682,NONE,GSE164457,0
GSM5010186,NK-1063,GSM5010186,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17260681,NONE,GSE164457,0
GSM5010187,NK-1068,GSM5010187,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17260679,NONE,GSE164457,0
GSM5010188,NK-1078,GSM5010188,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17260678,NONE,GSE164457,0
GSM5010189,NK-1087,GSM5010189,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17260677,NONE,GSE164457,0
